UserID,Price,Recency,SubDiffDay,Channel_MOBILE,Channel_WEB,PaymentType_Cash,PaymentType_Mobile Payment,PaymentType_Online Credit Card,Discount_No,Discount_Yes,Category_Computers & Laptops,Category_Electronic Accessories,Category_Female Fashion,Category_Female Shoes,Category_Hobbies,Category_Indoor Sports,Category_Kitchen Electronics,Category_Male Fashion,Category_Male Shoes,Category_Outdoor Sports,Category_Smart Phones,Category_Smart Watches,Category_Sound Systems,Category_Sport Shoes,Category_TVs and TV Sets,Age,Gender_MALE,Location_ADANA,Location_ANKARA,Location_ANTALYA,Location_BURSA,Location_ESKISEHIR,Location_ISTANBUL,Location_IZMIR,Location_KAYSERI,Location_TRABZON,Churned
500236831,28.5,524.0,0.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.0,1,0,0,1,0,0,0,0,0,0,1
500236886,1105.02,2.0,2004.0,26,4,14,15,1,28,2,3,8,4,4,0,0,1,0,2,0,2,0,0,5,1,20.0,0,0,0,1,0,0,0,0,0,0,0
500236919,65.7,14.0,319.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,1,0,0,0,0,0,0,0,0,1,0
500237051,68.85,368.0,282.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.0,0,0,0,0,0,0,1,0,0,0,1
500237568,340.5,505.0,248.0,5,0,5,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20.0,0,0,1,0,0,0,0,0,0,0,1
500237579,942.5699999999999,149.0,1596.0,12,0,4,4,4,12,0,1,1,1,4,0,0,1,0,0,0,1,0,0,2,1,41.0,1,0,0,0,0,0,0,0,1,0,0
500237623,433.5,243.0,320.0,9,0,9,0,0,9,0,0,0,3,1,0,0,0,0,0,0,2,0,3,0,0,50.0,1,1,0,0,0,0,0,0,0,0,0
500237898,3758.1,11.0,906.0,54,0,31,0,23,54,0,5,4,39,2,0,0,1,1,0,0,0,0,0,0,2,22.0,0,0,0,0,1,0,0,0,0,0,0
500238041,685.23,172.0,2682.0,6,1,6,1,0,7,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,47.0,1,1,0,0,0,0,0,0,0,0,0
500238151,55.5,491.0,321.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0,0,0,0,0,0,1,0,0,1
500238217,67.5,1.0,1145.0,1,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.0,1,1,0,0,0,0,0,0,0,0,0
500238305,7439.88,2.0,1701.0,133,3,136,0,0,136,0,0,1,36,1,1,0,7,2,14,0,5,0,2,35,32,42.0,0,1,0,0,0,0,0,0,0,0,0
500238360,3600.18,66.0,469.0,58,0,10,48,0,49,9,0,2,3,13,0,0,2,0,7,0,11,0,0,16,4,44.0,0,0,0,0,0,0,1,0,0,0,0
500238459,2063.25,7.0,781.0,0,28,26,1,1,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,44.0,1,0,0,0,0,0,1,0,0,0,0
500238536,396.6,425.0,58.0,6,0,4,2,0,6,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,26.0,1,0,0,0,0,0,0,1,0,0,1
500238778,1772.76,71.0,634.0,21,0,1,8,12,21,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,2,43.0,0,0,0,0,0,0,0,1,0,0,0
500238888,284.25,7.0,367.0,1,3,4,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,24.0,0,0,0,1,0,0,0,0,0,0,0
500239075,111.0,276.0,48.0,0,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,34.0,1,0,0,0,0,0,1,0,0,0,1
500239174,502.5,8.0,1273.0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22.0,0,0,0,1,0,0,0,0,0,0,0
500239240,2485.65,69.0,1351.0,26,9,11,13,11,35,0,0,0,17,0,0,0,5,0,1,0,0,0,1,6,5,34.0,1,0,0,0,0,0,0,1,0,0,0
500239284,229.95,16.0,4193.0,3,0,1,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,44.0,1,0,0,0,0,0,1,0,0,0,0
500239757,36.0,351.0,140.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47.0,1,0,0,0,0,0,0,1,0,0,1
500239999,423.9,314.0,1534.0,7,0,3,4,0,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,3,24.0,1,0,0,0,1,0,0,0,0,0,1
500240010,496.95,321.0,26.0,2,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,50.0,0,0,0,0,0,0,0,0,1,0,1
500240164,1604.37,2.0,492.0,27,2,5,24,0,28,1,7,1,3,4,0,0,4,0,2,0,3,0,0,5,0,50.0,0,0,0,0,0,0,1,0,0,0,0
500240373,438.53999999999996,1.0,747.0,5,5,10,0,0,10,0,0,0,0,0,0,0,2,1,0,0,2,0,0,2,3,34.0,1,1,0,0,0,0,0,0,0,0,0
500240450,160.2,517.0,103.0,2,0,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,23.0,1,1,0,0,0,0,0,0,0,0,1
500240604,1963.2,118.0,307.0,1,21,21,0,1,21,1,0,0,8,0,0,0,0,0,0,0,6,0,0,1,7,40.0,1,0,0,0,0,0,1,0,0,0,0
500240615,829.275,412.0,110.0,20,0,20,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,34.0,0,0,0,0,0,0,1,0,0,0,1
500240769,209.67000000000002,202.0,5388.0,0,3,0,3,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,49.0,0,0,0,0,0,0,1,0,0,0,0
500240813,2277.87,8.0,1064.0,0,45,45,0,0,44,1,0,0,8,22,0,0,0,1,0,0,2,0,0,2,10,27.0,0,0,0,0,0,0,0,1,0,0,0
500240934,1062.0,37.0,1582.0,1,18,18,0,1,19,0,0,5,3,2,0,0,0,0,0,0,5,0,0,2,2,49.0,0,0,0,0,0,0,0,0,1,0,0
500241000,40.5,6.0,316.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44.0,1,0,0,0,0,0,0,0,0,1,0
500241154,84.0,392.0,14.0,0,2,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48.0,1,1,0,0,0,0,0,0,0,0,1
500241176,1994.79,20.0,2523.0,33,0,18,13,2,32,1,0,1,10,0,0,0,0,1,1,0,10,0,1,0,9,22.0,0,0,0,0,0,0,0,1,0,0,0
500241495,3265.02,3.0,514.0,42,0,14,28,0,42,0,0,1,16,1,0,0,3,0,0,0,1,0,0,5,15,36.0,0,0,0,1,0,0,0,0,0,0,0
500241517,110.25,206.0,216.0,2,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1,0,0,0,0,0,0,0,1,0,0
500241550,99.0,310.0,120.0,0,2,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,1,0,1
500241649,192.0,330.0,0.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,0,0,0,0,0,0,1,0,0,0,1
500241825,124.35,368.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,0,0,1,0,0,0,0,0,0,0,1
500241869,258.75,35.0,1014.0,5,0,5,0,0,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,44.0,0,0,0,0,0,0,1,0,0,0,0
500241880,67.47,2.0,1249.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25.0,1,0,0,0,0,0,1,0,0,0,0
500241924,62.85,6.0,270.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.0,1,0,0,0,0,0,0,0,0,1,0
500242221,2111.4,6.0,2557.0,24,0,24,0,0,24,0,0,0,5,0,0,0,0,0,7,0,2,0,0,3,7,43.0,0,0,0,0,0,1,0,0,0,0,0
500242243,55.95,324.0,0.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,0,0,0,0,0,0,0,0,0,1,1
500242485,81.0,334.0,2725.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35.0,1,0,0,0,0,0,1,0,0,0,1
500242716,166.5,408.0,25.0,4,0,4,0,0,4,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,32.0,1,0,0,0,1,0,0,0,0,0,1
500242760,114.0,370.0,0.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,0,1,0,0,0,0,0,0,0,0,1
500242793,125.7,445.0,935.0,0,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,24.0,1,0,1,0,0,0,0,0,0,0,1
500242936,72.0,491.0,72.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.0,1,0,0,0,0,0,0,0,0,1,1
500242980,114.0,469.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.0,1,0,0,0,0,0,0,1,0,0,1
500243211,82.5,45.0,1078.0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,0,0,1,0,0,0,0,0,0,0,0
500243563,30.0,402.0,244.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.0,0,0,0,0,1,0,0,0,0,0,1
500243959,489.0,189.0,706.0,5,0,0,0,5,5,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,45.0,0,0,0,0,0,0,0,0,1,0,0
500244168,2510.85,19.0,3175.0,31,0,7,22,2,31,0,1,3,3,0,0,0,0,0,0,0,3,0,2,16,3,37.0,0,0,0,0,0,0,0,0,1,0,0
500244751,698.4,142.0,581.0,9,0,0,9,0,9,0,0,0,2,0,0,0,1,1,1,0,1,0,0,2,1,35.0,0,0,1,0,0,0,0,0,0,0,0
500244839,532.2,21.0,284.0,0,5,4,1,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,31.0,0,0,0,1,0,0,0,0,0,0,0
500245048,167.85,520.0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.0,0,0,1,0,0,0,0,0,0,0,1
500245103,1269.3,24.0,317.0,13,0,0,13,0,13,0,1,0,5,0,0,0,0,1,0,0,0,0,0,6,0,44.0,1,0,1,0,0,0,0,0,0,0,0
500245334,539.85,347.0,6.0,6,0,6,0,0,5,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,32.0,1,0,0,0,0,0,0,0,0,1,1
500245763,134.85,5.0,320.0,0,2,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,31.0,1,0,0,0,0,1,0,0,0,0,0
500245928,259.44,440.0,311.0,3,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,25.0,0,0,0,0,0,0,0,0,0,1,1
500246082,468.825,11.0,349.0,5,8,12,1,0,13,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,27.0,1,0,0,1,0,0,0,0,0,0,0
500246104,153.75,6.0,367.0,0,4,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,46.0,1,0,1,0,0,0,0,0,0,0,0
500246236,68.85,160.0,200.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43.0,0,0,0,0,0,0,1,0,0,0,0
500246522,1428.3,306.0,1441.0,15,10,18,7,0,25,0,0,1,4,8,0,0,2,0,0,0,0,0,0,10,0,48.0,0,0,0,0,0,0,0,1,0,0,1
500246852,109.5,93.0,928.0,2,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30.0,0,0,0,0,0,0,0,1,0,0,0
500246885,2664.96,6.0,671.0,35,0,28,7,0,33,2,0,2,2,0,0,0,5,0,2,0,3,0,0,19,2,31.0,0,0,1,0,0,0,0,0,0,0,0
500247303,687.0,27.0,1812.0,0,26,11,2,13,26,0,0,0,21,0,0,0,0,0,3,0,0,0,0,1,1,31.0,0,0,0,0,0,0,0,0,0,1,0
500247424,75.0,351.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.0,1,0,0,0,0,0,1,0,0,0,1
500248029,93.0,300.0,18.0,0,3,2,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31.0,1,0,0,0,0,1,0,0,0,0,1
500248271,234.0,16.0,1016.0,4,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,49.0,0,1,0,0,0,0,0,0,0,0,0
500248293,317.25,0.0,286.0,3,1,2,0,2,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,26.0,0,0,0,0,0,1,0,0,0,0,0
500248326,33.15,326.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49.0,0,0,0,1,0,0,0,0,0,0,1
500248381,1787.7,3.0,725.0,34,0,18,16,0,34,0,0,1,15,0,2,0,0,7,0,0,4,0,0,2,3,42.0,0,0,0,1,0,0,0,0,0,0,0
500248414,643.65,448.0,97.0,10,0,1,2,7,10,0,0,1,1,0,0,0,0,0,0,0,1,0,0,7,0,40.0,0,0,0,0,0,0,1,0,0,0,1
500248447,2442.9,1.0,435.0,38,0,32,6,0,38,0,0,7,7,0,0,0,0,0,0,0,0,0,0,18,6,49.0,0,0,0,0,0,0,1,0,0,0,0
500248480,158.25,301.0,290.0,3,0,2,1,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,38.0,0,0,0,0,0,0,0,0,1,0,1
500248766,205.35,36.0,344.0,6,0,6,0,0,6,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,32.0,1,0,0,0,1,0,0,0,0,0,0
500248931,593.7,2.0,695.0,10,0,3,0,7,0,10,0,0,3,0,0,0,0,0,1,0,0,0,0,0,6,34.0,0,0,0,0,0,0,0,0,1,0,0
500249019,132.0,158.0,156.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48.0,0,0,0,1,0,0,0,0,0,0,0
500249129,108.0,276.0,110.0,3,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,23.0,0,0,0,0,0,0,0,1,0,0,1
500249239,3970.35,45.0,503.0,131,0,15,14,102,130,1,36,16,28,18,0,0,0,0,0,0,1,0,0,26,6,22.0,1,0,0,0,1,0,0,0,0,0,0
500249316,61.95,413.0,0.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,1,1,0,0,0,0,0,0,0,0,1
500249415,123.0,17.0,2410.0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,34.0,0,0,1,0,0,0,0,0,0,0,0
500249470,140.25,310.0,0.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,1,0,0,1
500249679,140.7,59.0,310.0,2,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,34.0,0,0,0,0,0,0,1,0,0,0,0
500249833,117.0,32.0,471.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,1,0,0,0,0
500250152,37.5,368.0,435.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36.0,0,0,0,0,0,0,0,1,0,0,1
500250383,50.1,132.0,522.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0,1,0
500250559,310.35,337.0,383.0,3,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,49.0,0,1,0,0,0,0,0,0,0,0,1
500250603,188.7,28.0,747.0,2,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,49.0,1,0,1,0,0,0,0,0,0,0,0
500250658,480.45000000000005,10.0,268.0,4,0,4,0,0,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,21.0,1,0,0,0,0,0,1,0,0,0,0
500250702,277.2,304.0,1205.0,1,3,3,1,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,24.0,1,0,0,0,1,0,0,0,0,0,1
500250878,808.5,4.0,292.0,7,0,1,4,2,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,40.0,1,0,0,0,0,0,1,0,0,0,0
500251428,557.1,0.0,1291.0,0,6,4,2,0,6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,39.0,0,0,0,0,0,0,0,0,1,0,0
500251483,1336.1399999999999,62.0,979.0,16,0,10,5,1,15,1,0,1,9,1,0,0,0,0,0,0,0,0,0,0,5,46.0,1,0,0,0,0,0,0,1,0,0,0
500251494,113.97,483.0,2185.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41.0,0,0,0,1,0,0,0,0,0,0,1
500251516,57.0,362.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20.0,0,0,0,0,1,0,0,0,0,0,1
500251538,552.42,3.0,699.0,12,0,12,0,0,12,0,0,0,7,2,0,0,0,0,1,0,0,0,0,0,2,30.0,1,0,0,0,0,0,1,0,0,0,0
500251780,109.35,227.0,220.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0,1,0,0,1,0,0,0,0,0,0,0
500252077,178.5,510.0,35.0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35.0,1,0,0,0,1,0,0,0,0,0,1
500252440,60.0,539.0,254.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.0,1,0,0,0,0,0,0,1,0,0,1
500252627,391.8,165.0,2933.0,0,3,0,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,46.0,1,1,0,0,0,0,0,0,0,0,0
500252693,623.85,137.0,1206.0,6,0,1,5,0,5,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,25.0,1,0,0,0,0,0,0,1,0,0,0
500252957,1019.85,1.0,1322.0,15,0,2,7,6,14,1,0,1,2,8,0,0,0,0,0,0,1,0,0,3,0,19.0,1,0,0,0,0,0,1,0,0,0,0
500253111,42.0,280.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.0,0,1,0,0,0,0,0,0,0,0,1
500253419,30.0,405.0,372.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36.0,0,0,0,0,0,0,1,0,0,0,1
500253485,40.5,411.0,505.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,1,0,0,0,0,0,0,1
500253991,125.97,50.0,566.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47.0,1,0,0,0,0,1,0,0,0,0,0
500254255,113.7,520.0,2754.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,1,1,0,0,0,0,0,0,0,0,1
500254288,294.9,4.0,730.0,9,0,2,7,0,8,1,0,1,2,0,0,0,1,0,1,0,2,0,0,1,1,27.0,0,0,0,0,0,0,0,0,0,1,0
500254563,203.85,183.0,283.0,4,0,2,2,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,45.0,0,1,0,0,0,0,0,0,0,0,0
500254574,366.75,32.0,1270.0,8,0,0,8,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,2,48.0,1,0,0,0,0,0,1,0,0,0,0
500254662,2141.49,435.0,81.0,19,0,15,4,0,19,0,0,0,13,0,0,0,0,0,1,0,4,0,0,1,0,48.0,0,0,0,0,1,0,0,0,0,0,1
500254761,23.25,2.0,387.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43.0,1,0,0,0,0,0,0,1,0,0,0
500254772,2984.04,5.0,906.0,8,15,0,22,1,22,1,0,1,9,0,0,0,0,0,0,0,2,0,2,8,1,22.0,1,1,0,0,0,0,0,0,0,0,0
500255036,127.47,368.0,0.0,2,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,28.0,1,0,0,0,0,0,0,0,1,0,1
500255080,511.35,155.0,994.0,7,2,6,2,1,9,0,0,0,2,1,0,0,1,0,0,0,0,0,0,5,0,50.0,1,0,0,0,0,0,0,0,0,1,0
500255113,59.7,43.0,469.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.0,1,0,0,0,0,1,0,0,0,0,0
500255212,102.0,7.0,525.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.0,0,0,0,0,1,0,0,0,0,0,0
500255608,60.0,343.0,860.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46.0,0,1,0,0,0,0,0,0,0,0,1
500255828,1372.17,290.0,114.0,38,0,24,11,3,8,30,1,0,0,25,0,0,0,0,2,0,5,0,0,3,2,22.0,1,1,0,0,0,0,0,0,0,0,1
500255850,515.8199999999999,16.0,2454.0,0,9,9,0,0,8,1,0,0,1,0,0,0,0,0,2,0,2,0,0,0,4,27.0,0,0,0,0,0,1,0,0,0,0,0
500256158,36.0,516.0,758.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30.0,0,0,0,0,0,1,0,0,0,0,1
500256169,299.54999999999995,19.0,324.0,4,0,4,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,29.0,1,0,0,1,0,0,0,0,0,0,0
500256290,148.35,351.0,443.0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20.0,0,0,0,0,0,0,1,0,0,0,1
500256499,148.5,86.0,687.0,3,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,24.0,0,0,0,0,1,0,0,0,0,0,0
500256565,156.0,513.0,1.0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19.0,1,0,0,0,0,0,0,1,0,0,1
500256818,531.0,63.0,1707.0,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,46.0,0,0,0,0,0,0,0,0,0,1,0
500256862,236.97,154.0,153.0,0,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46.0,0,0,0,0,0,0,0,0,1,0,0
500256950,662.85,152.0,863.0,3,4,5,0,2,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,45.0,1,0,0,0,0,1,0,0,0,0,0
500257214,393.0,381.0,213.0,4,0,0,3,1,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,1,1
500257291,384.0,72.0,1057.0,0,6,3,3,0,6,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,1,22.0,1,0,0,0,0,0,0,0,1,0,0
500257324,265.35,5.0,1029.0,5,0,3,2,0,5,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,50.0,0,1,0,0,0,0,0,0,0,0,0
